0,Settle_ED1,Settle_ED2,Settle_ED3,Settle_ED4,Settle_ED5,Settle_ED6,Settle_ED7,Settle_ED8,Settle_ED9
2006-10-30,5.323186813186815,5.198461538461543,5.045274725274729,4.898186813186812,4.818846153846149,4.809230769230765,4.829230769230767,4.854175824175828,
2006-10-31,5.2957692307692295,5.1424725274725285,4.966648351648348,4.809615384615384,4.728461538461538,4.719230769230768,4.741813186813187,4.76950549450549,
2006-11-01,5.260219780219775,5.076648351648347,4.896538461538461,4.7530219780219785,4.680494505494505,4.676813186813189,4.702087912087912,4.729835164835169,
2006-11-02,5.275384615384616,5.101923076923076,4.927032967032966,4.7892307692307705,4.720164835164834,4.717087912087913,4.739890109890112,4.767692307692306,
2006-11-03,5.350439560439562,5.246208791208791,5.102472527472528,4.978021978021984,4.917362637362642,4.909945054945059,4.920054945054947,4.937912087912088,
2006-11-06,5.345164835164839,5.2392857142857165,5.094945054945051,4.964615384615386,4.893461538461541,4.882912087912088,4.898076923076924,4.918736263736268,
2006-11-07,5.323076923076924,5.197692307692304,5.042967032967033,4.905769230769234,4.8302747252747285,4.8153846153846125,4.828241758241751,4.849010989010986,
2006-11-08,5.319065934065937,5.183241758241758,5.015769230769232,4.871813186813184,4.797582417582415,4.782747252747251,4.793406593406591,4.817142857142855,
2006-11-09,5.31494505494506,5.173846153846153,5.003846153846149,4.857747252747255,4.77928571428572,4.7628021978022,4.7735714285714295,4.800384615384615,
2006-11-10,5.305714285714283,5.156593406593406,4.981923076923077,4.830714285714289,4.748791208791213,4.730000000000004,4.738736263736268,4.762802197802203,
